,ID,카테고리,소분류,제목,주소,전화번호,경도,위도,애완동물동반가능정보,주차시설,쉬는날,영업시간,이용요금,화장실설명,외국어안내서비스,사고보험가입여부,판매품목,편의시설,대표메뉴,포장가능여부,입실시간,퇴실시간,부대시설,키워드리스트,이미지주소1,이미지주소2
746,672,음식,음식문화거리,검단먹거리타운(음식문화시범거리),인천광역시 서구 검단로,,126.653722,37.6006143,,,점포마다 다름,,,,,,,,,,,,,"타운/69,인천/67,먹거리/60,문화/44,거리/40,음식/36,공원/28,축제/22,벚꽃/20,상가/19,자유/18,고기/18,지역/17,위치/17,신도시/16,차이나타운/16,여행/15,메뉴/15,삼겹살/15,물회/15,중국/15,식당/14,맛집/14,기능/14,예술/13,안성맞춤/13,인천광역시/13,서구/13,행사/13,차이나/13,생각/13,오늘/13,사업/12,기타/12,시간/12,사거리역/12,복사/12,이웃/12,본문/12,회관/12,추가/12,목장/11,바로/11,센트럴시티/10,역시/10,원룸/10,방문/10,느낌/10,광양/9,하나/9,음식문화거리/1,서구 /1,검단먹거리타운(음식문화시범거리)/1",http://imgnews.naver.net/image/5385/2015/07/02/175473_93825_4620_99_20150702175802.jpg,http://imgnews.naver.net/image/5199/2016/07/26/455575_137803_509_99_20160726214637.jpg
747,673,음식,음식문화거리,계양맛길(음식문화시범거리),인천광역시 계양구 계양문화로,,126.736828,37.5386597,,,점포마다 다름,,,,,,,,,,,,,"계양/186,인천/96,거리/86,계양구/74,계산/70,음식/67,문화/45,구청/44,맛집/43,아파트/41,시범/41,맛길/40,택지/38,마을/37,신도시/36,지역/36,위치/35,용종/34,계산동/33,메뉴/32,식당/31,지구/30,주차장/30,인천광역시/25,단지/25,칼국수/25,생각/23,공원/23,추가/22,태극기/21,기타/20,약국/20,기능/20,우리/20,호텔/18,이용/18,정말/18,소개/17,임학역/17,지점/17,시설/17,족발/17,주변/17,평형/17,사랑/17,장소/16,복사/16,이웃/16,본문/16,잇츠/16,음식문화거리/1,계양맛길(음식문화시범거리)/1,계양구 /1",http://imgnews.naver.net/image/5181/2020/12/30/0001951164_001_20201230170823415.jpg,http://imgnews.naver.net/image/079/2009/09/25/25165633349_60200010.jpg
748,675,음식,음식문화거리,굴포먹거리타운,인천광역시 남동구 인하로,,126.710357,37.4427589,,,점포마다 다름,,,,,,,,,,,,,"맛집/117,굴포/99,족발/97,먹거리/97,타운/96,장어/55,부평/55,보쌈/48,부평구/45,굴포천/44,야다/39,광장/32,사업/30,중앙/29,주차장/28,굴포천역/26,주차/25,인천/25,도시재생/24,숯불/22,포장/22,냉면/22,한판/21,카페/21,추가/21,기타/20,방문/20,복사/19,고기/19,이웃/19,본문/19,조성/19,기능/19,가게/18,인천광역시/18,갈비/17,위치/17,사장/16,사진/15,추천/15,번길/15,시간/15,메뉴/15,파스타/14,주문/14,로봇/14,구청/14,조금/13,진짜/13,여기/13,음식/1,음식문화거리/1,남동구 /1,굴포먹거리타운/1",http://imgnews.naver.net/image/5154/2019/10/14/0000289512_001_20191014214104875.jpg,http://coresos.phinf.naver.net/a/30ia31/h_7c8Ud018svc1b5jh5emjn9e0_gbzdma.jpg
749,676,음식,음식문화거리,강화 더리미 장어마을,인천광역시 강화군 선원면 더리미길,,126.51014,37.7225714,,,점포마다 다름,,,,,,,,,,,,,"장어/290,강화/117,마을/71,강화도/64,맛집/59,미집/57,숯불/52,리미/49,갯벌/46,코스/32,여행/26,장어구이/26,선원면/23,정말/22,강화군/20,요리/18,밑반찬/18,전문점/18,미산/17,시간/17,한번/16,인분/15,양념/15,사장/15,오늘/15,민물장어/14,미장/14,추가/14,구이/13,방문/13,인천광역시/13,이웃/13,하나/13,소스/12,기타/12,초벌/12,복사/12,바다/12,본문/12,바로/12,기능/12,생각/11,순무/10,추천/10,주문/10,시작/10,가격/10,카페/10,여기/10,인삼/10,음식/1,음식문화거리/1,선원면 /1,강화군 /1,강화 더리미 장어마을/1",http://imgnews.naver.net/image/5002/2016/08/01/1608011513198560_99_20160801190708.jpg,https://ldb-phinf.pstatic.net/20181107_117/1541579720011n64T8_JPEG/0geJzS1MkA7DO3jtbfvdzsg4.JPG.jpg
750,677,음식,음식문화거리,동인천삼치거리,인천광역시 중구 우현로,,126.628417,37.4714949,,,점포마다 다름,,,,,,,,,,,,,"삼치/391,인천/296,거리/193,구이/141,생선/123,맛집/78,막걸리/59,메뉴/42,식당/41,주문/38,인하/38,시간/36,신고/34,고등어/33,중구/31,진짜/30,치구/29,반찬/28,안주/27,생각/27,사람/27,계란말이/26,골목/26,추가/26,먹기/25,처음/25,방문/25,인천광역시/25,분위기/25,정말/23,번길/22,주차/22,순두부찌개/22,아주/21,라오/21,니스/21,이웃/21,바로/21,느낌/21,우현/20,기타/19,한번/19,복사/19,양념/19,본문/19,기능/19,코스/18,정도/18,사장/18,저희/18,중구 /1,음식/1,음식문화거리/1,동인천삼치거리/1",http://tong.visitkorea.or.kr/cms/resource/66/728366_image2_1.jpg,http://cfile207.uf.daum.net/image/224DF14D555344D41755FA
751,678,음식,음식문화거리,만석동주꾸미거리,인천 동구 만석로 9,,126.622462,37.4818456,,,점포마다 다름,,,,,,,,,,,,,"인천/157,주꾸미/105,거리/90,만석동/59,쭈꾸미/58,동구/51,동인천역/37,음식/35,인천광역시/35,배다리/30,골목/28,볶음/25,박물관/23,주소/22,부두/22,마을/22,문화/21,할머니/19,블로그/19,시작/18,역사/18,시장/18,여행/17,번길/17,중구/17,출처/17,사람/17,카페/16,공식/15,대표/15,달동네/15,기타/14,초등학교/14,체험/14,냉면/14,수도국산/14,최초/13,극장/13,건물/13,기능/13,추가/13,가게/12,모습/12,원조/12,복사/12,지금/12,이웃/12,본문/12,주변/12,공원/12,만석동주꾸미거리/1,음식문화거리/1,동구 /1",https://search.pstatic.net/common/?src=https%3A%2F%2Fdbscthumb-phinf.pstatic.net%2F4904_000_1%2F20170512134038738_U5N9N6IYY.jpg%2Ffb63_73_i1.jpg%3Ftype%3Dm4500_4500_fst_n=sc960_832,https://dbscthumb-phinf.pstatic.net/4904_000_1/20170512134107698_TJAW1FOJ9.jpg/fb63_73_i3.jpg?type=m4500_4500_fst_n
752,679,음식,음식문화거리,맛고을길(음식문화시범거리),인천광역시 서구 서곶로,,126.677523,37.5595975,,,점포마다 다름,,,,,,,,,,,,,"거리/301,문화/230,음식/210,맛집/131,공원/111,안양/106,시범/102,하천/82,카페/78,구이/75,마을/73,예술/69,연수/68,인천/65,추가/65,평촌/60,메뉴/58,연수구/58,위치/58,계곡/56,방문/56,계양/55,시간/50,용종/50,음식점/48,이용/47,연수동/46,경기도/45,전시/45,빙수/45,생태/44,주변/44,시영/40,축제/40,인천광역시/39,아트/39,기타/38,기능/38,밥상/37,가족/37,주차장/37,지역/36,복사/36,이웃/36,본문/36,식사/36,계양구/35,맛길/35,조개/35,고등어/34,음식문화거리/1,맛고을길(음식문화시범거리)/1,서구 /1",http://imgnews.naver.net/image/5385/2015/07/02/175473_93825_4620_99_20150702175802.jpg,http://imgnews.naver.net/image/5613/2019/10/15/43-20191015071826_20191015165616672.jpg
753,680,음식,음식문화거리,문예길 음식문화1번가,인천광역시 남동구 문화서로,,126.696313,37.4494597,,,점포마다 다름,,,,,,,,,,,,,"구월동/113,음식/97,인천/87,맛집/83,거리/79,삼겹살/78,문화/62,본진/57,고기/49,속눈썹/39,식당/38,남동구/36,반찬/35,구월/33,갈비/32,방문/28,회관/28,예술/27,메뉴/27,번가/27,카페/25,명태/25,추천/24,기기/24,예술회관역/24,진짜/23,족발/23,숯불/22,쫄면/21,조림/21,닭갈비/21,추가/21,볶음밥/19,생각/19,인분/18,인천광역시/18,양념/18,골목/18,서로/18,여기/18,기타/17,번길/17,시간/17,주방/17,복사/17,이웃/17,본문/17,기능/17,선정/17,중고/17,음식문화거리/1,남동구 /1,문예길 음식문화1번가/1",http://imgnews.naver.net/image/5291/2022/12/26/0001695459_001_20221226104601688.jpg,http://imgnews.naver.net/image/5291/2022/12/26/0001695459_002_20221226104601729.jpg
754,682,음식,음식문화거리,석바위특색음식거리,인천광역시 미추홀구 경인로,,126.670649,37.4628502,,,점포마다 다름,,,,,,,,,,,,,"클릭/228,거리/209,바위/125,시장/91,인천/86,음식/68,문화/56,경기/44,중구/41,골목/38,시청/36,중구청/34,특색/33,인천광역시/32,토스트/30,번길/30,대구광역시/28,맛집/28,구청/28,대구/28,울산/25,미추홀/25,삼겹살/24,위치/21,사람/21,아파트/20,모습/20,카페/20,제주/20,경기도/19,대전/18,설치/18,방문/18,미나리/18,광주/17,광역시/17,상가/17,서울/16,북구/16,부산/16,위생/16,남구/16,임대/16,충남/15,전통/15,부산광역시/15,주방/15,경인로/15,충청남도/15,바로/15,석바위특색음식거리/1,음식문화거리/1,미추홀구 /1",http://imgnews.naver.net/image/5239/2019/05/10/0000193567_001_20190510120208292.jpg,http://imgnews.naver.net/image/5193/2019/03/28/0000267833_003_20190328025211355.jpg
755,685,음식,음식문화거리,송현동순대골목거리,인천광역시 동구 화도진로,,126.628806,37.4804875,,,점포마다 다름,,,,,,,,,,,,,"순대/187,골목/153,인천/131,송현동/118,거리/83,국밥/80,냉면/72,시장/57,동인천역/52,음식/50,동구/41,화평동/38,인천광역시/31,가게/27,식당/27,지금/27,사람/26,신포/24,닭강정/24,대국/23,자리/21,시간/21,맛집/21,바로/21,차이나타운/20,생각/20,정도/19,삼치/18,광장/18,년대/18,중구/18,입맛/18,공장/17,추가/17,모습/16,번길/16,이후/16,다시/16,기타/15,배다리/15,메뉴/15,복사/15,이웃/15,본문/15,기능/15,우리/15,위치/14,중앙시장/14,하나/14,전주/14,음식문화거리/1,송현동순대골목거리/1,동구 /1",http://post.phinf.naver.net/MjAxNzA4MDJfNTUg/MDAxNTAxNjM4NDA0MTU1.Nf95NZ2UY6Hh7jcKQNH5Q6Kpn-CKMWisr7P_Mq01jeQg.MjmMl72DNmdxgEtvjTBxwemtTh4EjWr_10VYlVNA_Esg.JPEG/IKzmCyqkNKGmfR_O0th36Khz05pQ.jpg,http://imgnews.naver.net/image/5307/2016/08/30/1472549328564929_99_20160830183105.jpg
756,686,음식,음식문화거리,연수맛고을길(음식문화시범거리),인천광역시 연수구 샘말로,,126.679588,37.4136684,,,점포마다 다름,,,,,,,,,,,,,"거리/146,문화/121,음식/105,맛집/82,연수/55,안양/53,공원/53,구이/51,시범/51,인천/46,빙수/45,하천/41,연수구/38,추가/36,예술/35,카페/35,연수동/35,조개/34,메뉴/34,시영/33,방문/31,위치/31,마을/31,축제/30,평촌/30,시간/28,고기/25,용종/25,음식점/24,이용/24,전시/24,행사/24,계곡/23,선학동/23,생태/22,인천광역시/22,계양/22,주변/21,기타/20,기능/20,가족/20,아트/20,주차장/20,복사/19,밀탑/19,깍두기/19,이웃/19,본문/19,밥상/18,식사/18,음식문화거리/1,연수구 /1,연수맛고을길(음식문화시범거리)/1",http://imgnews.naver.net/image/5385/2015/07/02/175473_93825_4620_99_20150702175802.jpg,http://imgnews.naver.net/image/5613/2019/10/15/43-20191015071826_20191015165616672.jpg
757,687,음식,음식문화거리,연안부두밴댕이회무침거리,인천광역시 중구 연안부두로,,126.598002,37.4527149,,,점포마다 다름,,,,,,,,,,,,,"밴댕이/408,식당/137,인천/118,맛집/116,안부/103,연안/76,부두/67,거리/61,간장게장/60,생물/47,낚시/44,중구/44,주문/43,주차/38,위치/37,양념/35,바로/34,게장/33,인천광역시/33,금산/33,주차장/33,반찬/29,시간/29,정말/29,송원/29,여기/29,건물/29,진짜/28,아주/27,상추/27,추가/27,참기름/26,통큰/26,쭈꾸미/25,다복/24,포장/24,냉동/24,정도/24,오성식/23,엄마/22,메뉴/22,기타/21,조림/21,이웃/21,구이/20,복사/20,본문/20,기능/20,조금/19,인분/18,중구 /1,음식/1,음식문화거리/1,연안부두밴댕이회무침거리/1",https://cdn.visitkorea.or.kr/img/call?cmd=VIEW&id=c62a77a6-6daf-4f22-abf0-2d4a025ab47b,http://img1.ezday.co.kr/cache/board/2011/04/28/a2d609620543fa42f52084f3e9798c5c.jpg
758,689,음식,음식문화거리,용종맛길(음식문화시범거리),인천광역시 계양구 용마루길,,126.743239,37.5425798,,,점포마다 다름,,,,,,,,,,,,,"거리/94,계양/90,음식/69,용종/60,계양구/58,문화/52,칼국수/52,인천/47,시범/46,맛집/42,맛길/30,위치/29,추가/29,인천광역시/28,식당/27,메뉴/27,밀면/27,마을/27,아파트/26,계산/24,공원/23,만두/22,방문/20,계산동/20,구청/19,주변/19,기타/18,음식점/18,이웃/18,주차장/17,북경오리/16,이용/16,복사/16,본문/16,기능/16,밀밭길/15,다른/14,상담/14,정도/14,여기/14,세트/13,장소/13,아주/13,지역/13,정말/13,시설/13,생각/13,베이징/13,우리/13,식사/12,음식문화거리/1,계양구 /1,용종맛길(음식문화시범거리)/1",http://imgnews.naver.net/image/5122/2010/12/27/558155_170507_1626.jpg,http://imgnews.naver.net/image/5199/2016/07/26/455575_137803_509_99_20160726214637.jpg
759,690,음식,음식문화거리,용현물텀벙특화음식거리,인천광역시 미추홀구 독배로,,126.649381,37.4500054,,,점포마다 다름,,,,,,,,,,,,,"텀벙/181,인천/110,거리/79,진물/70,용현동/66,아귀찜/65,맛집/56,아귀/53,현자/46,크레스트/46,음식/43,미추홀/38,주문/37,카페/30,원조/28,쭈꾸미/26,아구찜/25,방문/25,인천광역시/25,추가/25,사진/21,메뉴/21,위치/21,바로/21,용마루/20,단지/20,자리/18,기타/18,볶음밥/18,확인/18,콩나물/18,식당/17,복사/17,세대/17,이웃/17,본문/17,건물/17,기능/17,예정/16,시간/16,주차/16,지구/16,정말/16,정도/16,생각/16,분양/15,독배/15,번길/15,공간/15,오슬로/15,음식문화거리/1,미추홀구 /1,용현물텀벙특화음식거리/1",http://cfile6.uf.tistory.com/image/120E091C4B8BAC729E2093,"https://mp-seoul-image-production-s3.mangoplate.com/11072_1534944534206251.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
760,691,음식,음식문화거리,연락골추어마을,인천광역시 남동구 운연동 연락골로,,126.765681,37.4439149,,,점포마다 다름,,,,,,,,,,,,,"추어탕/328,추어/110,마을/101,연락/89,인천/77,맛집/68,금메달/67,남동구/54,공원/42,인천대/40,소래산/35,은행나무/32,시간/31,주문/30,반찬/28,연동/28,정도/27,수제비/26,인천광역시/26,방문/24,주차장/23,돌쇠/22,추가/22,주차/21,솥밥/21,위치/21,기타/20,복사/20,이웃/20,본문/20,기능/20,장수동/19,처가/19,거리/18,정말/18,고추장/18,인분/17,누룽지/17,사인/17,바로/17,안내/17,오늘/16,등산/15,국수/15,자리/14,음식/14,여기/14,먹기/13,수인로/13,느낌/13,음식문화거리/1,연락골추어마을/1,남동구 /1,운연동 /1",http://imgnews.naver.net/image/5364/2022/06/20/0000630396_001_20220620142207322.jpg,http://post.phinf.naver.net/MjAxOTA5MDNfMTIx/MDAxNTY3NDkxMjA4NDY5.zXCamaLyKLJ_H5AfXjRaeByaXN1felkWaKgsTzJWGiog.FygEtuWfR6_1W_-fA0GndnS1nzFEIIB8Tem2KjK3GN8g.JPEG/IGQgDFHPDGIj-WkT6CqZcJqkyrVQ.jpg
761,693,음식,음식문화거리,음식(꽃게)특화거리,인천광역시 연수구 대암로,,126.651966,37.4180826,,,점포마다 다름,,,,,,,,,,,,,"꽃게/114,거리/92,음식/50,인천/46,군산/40,짬뽕/40,송도/35,전어/30,해원/28,회식/25,명물/23,문화/20,시간/19,요리/18,서천/18,가스/17,시장/17,맛집/16,코스/16,출처/15,생산/15,공사/14,텀벙/14,짜장면/14,이웃/14,추가/14,기지/13,도시/13,식당/13,외포리/13,사진/12,자유/12,한국/12,탕수육/12,꽃게탕/12,사람/12,기타/11,구역/11,센트럴/11,가격/11,복사/11,지정/11,본문/11,건물/11,기능/11,중식/11,파크/11,국물/11,다음/11,지역/10,음식문화거리/1,연수구 /1,연수구/1,음식(꽃게)특화거리/1","https://mp-seoul-image-production-s3.mangoplate.com/11072_1534944534206251.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80",https://i.pinimg.com/736x/dd/2c/5d/dd2c5daec2b7fedd3d94fb5d547207cb.jpg
762,703,음식,일식,독도참치,인천 미추홀구 미추홀대로 731,0507-1305-2203,126.679951,37.4627463,,있음(약 15대)/무료,연중무휴,"13:00~22:00<br>
브레이크 타임 없음",,"남녀구분, 업소내부 위치",중국어 회화 가능 직원 있음,,,,참치회,가능,,,,"참치/589,독도/234,맛집/159,하늘/79,사장/65,참치회/63,창원/62,무한리필/55,부위/55,송죽동/53,진짜/52,메뉴/52,초밥/49,수원/49,와사비/42,시점/40,새우/40,영종도/39,인천/36,테이블/36,날치/32,주문/30,주차/30,튀김/30,리필/29,간장/29,뱃살/29,중구/29,시간/28,우동/28,소주/28,하나/27,바로/27,자리/26,포장/26,완전/25,위치/24,조림/24,추가/24,가성/23,가격/23,백김치/23,예약/23,정말/21,손님/21,기타/20,복사/20,이웃/20,본문/20,기능/20,음식/1,독도참치/1,미추홀구 /1,일식/1",https://ldb-phinf.pstatic.net/20220218_114/1645111030993PUBM2_JPEG/KakaoTalk_20220217_235207392_04.jpg,https://ldb-phinf.pstatic.net/20230314_134/1678764483973OanrN_JPEG/20230303_182133.jpg
763,704,음식,한식,동원물텀벙,인천 미추홀구 독배로 405,032-886-9595,126.64956,37.4559482,,있음(약 14대)/무료,명절 기간 휴무,"10:00~22:00 라스트 오더 21:00<br>
브레이크 타임 없음",,"남녀구분, 업소내부 위치",,,,,"아구탕, 아구찜, 해물찜",가능,,,,"텀벙/215,아구찜/92,인천/84,맛집/67,거리/55,아구/51,용현동/50,아귀찜/40,볶음밥/35,콩나물/35,동원/32,미추홀/32,진짜/31,추가/28,아귀/27,사진/25,이웃/22,해물찜/21,메뉴/20,음식/19,오늘/19,예약/19,기타/18,아주/18,복사/18,본문/18,기능/18,독배/17,인천광역시/17,저희/17,위치/16,바로/16,먹기/15,가게/15,지리/15,그냥/15,매콤/14,주문/14,밑반찬/14,정말/14,정도/14,조금/13,추천/13,테이블/13,미나리/13,생각/13,우리/13,국물/13,사리/12,엄마/12,동원물텀벙/1,한식/1,미추홀구 /1",http://tong.visitkorea.or.kr/cms/resource/30/1884930_image2_1.jpg,"https://mp-seoul-image-production-s3.mangoplate.com/added_restaurants/2802_1490594062031534.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
764,705,음식,한식,등촌샤브칼국수 계양점,인천 계양구 오조산로45번길 8-1 2층,032-548-1238,126.737771,37.5353937,,"있음(약 100대),공용주차장 / 무료,유료(1시간 무료)","매주 화요일(공휴일 제외), 설·추석 당일 휴무","11:00~22:00 라스트오더 21:00<br>
브레이크 타임 없음",,"남녀구분, 업소외부 위치",,,,,버섯 매운탕 칼국수,가능,,,,"칼국수/347,등촌/235,샤브/196,계양/162,볶음밥/116,미나리/110,맛집/106,버섯/94,샤브샤브/79,국물/68,고기/66,추가/60,매운탕/58,주문/50,구청/50,계양구/41,시간/39,택지/38,인천/37,쇠고기/36,김치/34,번길/34,계산동/34,오조/34,주차장/33,인분/31,방문/31,주차/30,샤브용/30,진짜/28,육수/28,위치/28,계산/28,정도/25,정말/24,화요일/23,건물/23,휴무/22,듬뿍/22,이웃/21,소스/20,기타/20,인천광역시/20,복사/20,본문/20,바로/20,기능/20,소고기/19,직원/19,때문/19,음식/1,한식/1,계양구 /1,등촌샤브칼국수 계양점/1",https://ldb-phinf.pstatic.net/20150901_152/1441045758261TJtGT_JPEG/SUBMIT_1287077453390_13492218.jpg,https://ldb-phinf.pstatic.net/20150901_149/1441045758041HKuHV_JPEG/SUBMIT_1287077453171_13492218.jpg
765,707,음식,한식,만미숯불갈비,인천 동구 제물량로 356,032-772-3368,126.621924,37.4815333,,있음(공영주차장)/무료,매주 일요일 (비정기적 휴무가 있어 방문 전 문의 필요),"10:00~22:00<br>
브레이크 타임 없음",,"남녀구분, 업소내부 위치","메뉴판 내 영문, 일어, 중국어 표기",,,,"갈비, 갈매기살",가능,,,,"갈비/190,숯불/160,천안/98,맛집/86,경주/77,고기/74,한우/64,토요일/52,양념/50,구이/46,위치/44,디저트/42,돼지갈비/40,영양/34,정보/33,생태/30,식당/29,먹방/28,마카/28,인분/25,냉면/25,전통/24,추가/24,육수/23,주문/23,메뉴/22,경주시/22,찌개/21,토밥/21,백합/21,이웃/21,갈비살/21,주차장/21,진짜/20,기타/20,진심/20,복사/20,본문/20,기능/20,산장/20,경상북도/20,김치찌개/20,방송/19,육회/19,가게/19,가격/19,테이블/19,사장/19,소복/19,여기/18,음식/1,한식/1,동구 /1,만미숯불갈비/1",http://post.phinf.naver.net/MjAxODAxMDlfMTMg/MDAxNTE1NDkxODkxMjU2.sQjLWVfmd4Uuyww570sWO2hKpleOrXROeeinUQmKXEMg.Awcimixczmxk0xiGccTpQlHUYM7zU-4JsSQ-D6Gb28sg.JPEG/IFI5aBKt6fNEJ2yHC29p-HklZ-WM.jpg,"https://mp-seoul-image-production-s3.mangoplate.com/1138907_1663404288417885.jpg?fit=around%7C512:512&crop=512:512;*,*&output-format=jpg&output-quality=80"
766,709,음식,한식,부뚜막애순두부 신포점,인천 중구 우현로35번길 24-3,032-764-9898,126.625112,37.4710138,,,"명절 기간, 1월 1일, 여름휴가 2박 3일 휴무 (여름휴가 기간은 유동적으로 변경되어 별도 문의 필요)","10:00~22:00 라스트 오더 21:00<br>
브레이크 타임 없음",,"남녀구분, 업소내부 위치","메뉴판 내 영문, 중국어 표기 /  영어, 중국어 회화 가능 직원 있음",,,,"순두부, 수육, 전골",가능,,,,"순두부/242,부뚜막/115,신포/78,맛집/59,인천/53,메뉴/46,가마솥/41,순두부찌개/41,신포동/29,누룽지/27,김치찌개/26,중구/24,숭늉/22,추가/21,오늘/20,기타/19,주문/18,두부/18,번길/18,복사/18,우현/18,이웃/18,본문/18,기능/18,식당/16,배달/16,솥밥/16,점심/16,위치/16,반찬/15,추천/15,인천광역시/15,생각/15,신포역/14,뚜껑/14,시간/13,식사/13,신포시/12,볶음/11,찌개/11,음식/11,바지락/11,세트/11,여기/11,느낌/11,때문/11,김치/10,방문/10,고기/10,바로/10,중구 /1,한식/1,부뚜막애순두부 신포점/1",https://dnvefa72aowie.cloudfront.net/origin/smb/201911/f945814d1271ebe92e2e505e52e70d509acfcf3654e68eb4fa7980d31bfba32b.webp?q=95&s=1440x1440&t=inside,https://ldb-phinf.pstatic.net/20161226_9/148271597244933hKf_JPEG/177176506271510_0.jpeg
767,711,음식,한식,새마을식당 주안역점,인천 미추홀구 주안로104번길 12,032-438-3727,126.681099,37.4634309,,,연중무휴,"11:00~05:00 라스트 오더 04:00<br>
브레이크 타임 없음",,"남녀구분, 업소내부 위치",,,,,연탄불고기,가능(일부 메뉴만 가능),,,,"새마을/122,식당/119,주안/101,불고기/67,맛집/53,역점/49,고기/48,인천/42,돼지/39,김치찌개/35,주안역/29,김치/27,주문/19,시간/18,양념/18,인분/17,정말/16,국수/16,추가/16,백종원/15,주안로/15,미추홀/15,번길/13,차돌박이/13,오늘/13,숯불/12,진짜/11,기타/11,역시/11,구이/11,메뉴/11,복사/11,연탄/11,이웃/11,본문/11,기능/11,가루/11,위치/10,먹기/9,소스/9,사진/9,친구/9,합기도/9,인천광역시/9,마늘/9,기본/9,소금/9,영업/9,처음/8,항정살/8,음식/1,한식/1,미추홀구 /1,새마을식당 주안역점/1",http://post.phinf.naver.net/MjAxNzEyMjVfMjY0/MDAxNTE0MTkwMjYyNzU2.1IH3JWfNR93UL3lGFyd05iSRC4Ovzf3nnUo8dAnxBYQg.-QRYz49QNrRx5Ocvt9qtQQOMtRJo5gyPiE7bRBZNEKIg.JPEG/Iy24k9zFYaLu_6-TursBn3b1l9xs.jpg,http://post.phinf.naver.net/MjAxNzEyMjRfMTM2/MDAxNTE0MTAxODE1MDMx.zM68hKp77sYCRITcOwvXPTQAe6-ZKWuqe5WTdPIs7Z8g.K4QC1bTyRPEVB7xrsee_TMRUepBkACMP7oLQdtmdqcsg.JPEG/IRPqN4WcaAt3-9et0iufGw_pyxkQ.jpg
768,713,음식,한식,소금빛풍천장어구이,인천 부평구 길주로547번길 5,032-513-9995,126.723123,37.5078073,,있음(약 13대)/무료,연중무휴,"11:00~23:00<br>
브레이크 타임 없음",,업소외부 위치,중국어 회화 가능 직원 있음,,,,장어구이,가능,,,,"장어/658,풍천/232,금빛/211,파김치/160,맛집/127,장어구이/125,부평/79,주문/52,소금/52,인천/50,전골/49,양념/48,진짜/41,구이/40,추천/39,볶음밥/38,구청/38,부평구/36,정말/36,영통/35,메뉴/34,생강/33,추가/32,마리/30,먹기/29,소스/27,방문/27,수원/26,시간/26,음식/25,위치/25,바로/25,아주/24,식사/24,반찬/23,기본/22,저희/22,가게/21,주차/21,밑반찬/21,조합/21,요리/20,번길/20,길주로/20,이웃/20,튀김/20,내부/20,기능/20,직영/20,복사/19,한식/1,소금빛풍천장어구이/1,부평구 /1",http://imgnews.naver.net/image/5284/2018/05/31/20180531180744860_20180531181029471.jpg,http://post.phinf.naver.net/20150115_197/naribabu_1421289970020ebKkh_JPEG/mug_obj_142128996864362996.jpg
769,714,음식,한식,아라쭈꾸미 구월점,인천 남동구 구월로 247,032-469-3020,126.718041,37.4562442,,있음(약 5대)/무료,연중무휴,"10:00~22:00<br>
브레이크 타임 없음",,"남녀구분, 업소내부 위치",,,,,쭈꾸미세트,가능,,,,"쭈꾸미/194,창업/30,메뉴/26,구월/25,샤브샤브/24,세트/21,인천/20,주문/17,맛집/17,커피/16,구월동/15,매장/15,생각/15,가격/14,식사/14,음식/13,제공/13,정말/13,인분/12,단호박/12,숙회/11,샐러드/11,사발/11,후식/10,만두/10,손님/9,바로/9,진짜/8,부추/8,제철/8,실제/8,시장/8,직접/8,설명/8,먹기/7,대박/7,김치/7,장점/7,모래내/7,공급/7,직화/7,게다가/7,모두/7,양념/7,낭군/7,저희/7,주방/6,구성/6,완전/6,남동구/6,한식/1,남동구 /1,아라쭈꾸미 구월점/1",https://ldb-phinf.pstatic.net/20200601_146/15910151014411Fe6v_JPEG/kzujIswI4mTd8zdpwrZ-nkn1.jpg,https://ldb-phinf.pstatic.net/20190913_206/1568349702403TD1fD_JPEG/vRoLg2bOsM5HrtK-TmYOXNO9.jpg
